Name of observation                                                                  Observation ID
C/2009P1Garradd                                                                      00091249002
Comet73P/3-C                                                                         00030683001
C/2019Q4Borisov                                                                      00011814001
C/2019Y4ATLAS                                                                        00013422001
C/2015V2Johnson                                                                      00094312002
Comet73P/3-C                                                                         00030687001
C/2017K2                                                                             05000215005
C/2013A1SidingSpring                                                                 00092008001
C/2013A1SidingSpring                                                                 00092008002
Comet8P/Tuttle                                                                       00031112001
C/2013A1SidingSpring                                                                 00092015001
C/2013A1SidingSpring                                                                 00092015002
C/2019Q4Borisov                                                                      00012120001
Comet73P/3-C                                                                         00030685001
Comet73P/3-C                                                                         00030591001
C/2013X1PANSTARRSOrbit1                                                              00092404001
C/2013X1PANSTARRSOrbit1                                                              00092404002
C/2013X1PANSTARRSOrbit1                                                              00092404003
C/2013X1PANSTARRSOrbit1                                                              00092404004
C/2013X1PANSTARRSOrbit1                                                              00092404005
C/2015V2Johnson                                                                      00010161001
C/2015V2Johnson                                                                      00010161002
Comet73P/3-C                                                                         00030420001
Comet73P/3-C                                                                         00030420002
Comet73P/3-C                                                                         00030625001
C/2015VL62                                                                           00094162001
Comet73P/3-C                                                                         00030599001
C/2017K2                                                                             05000015002
CometHolmes                                                                          00031010001
Comet2013A1SidingSpring                                                              00033021001
Comet2013A1SidingSpring                                                              00033021002
Comet2013A1SidingSpring                                                              00033021003
CometC/2014E2(Jacques)                                                               00033294001
CometC/2014E2(Jacques)                                                               00033294002
C/2015V2Johnson                                                                      00094289003
C/2013X1PANSTARRS                                                                    00034578001
C/2013X1PANSTARRS                                                                    00034578002
C/2013X1PANSTARRS                                                                    00034578003
C/2013X1PANSTARRS                                                                    00034578004
C/2013X1PANSTARRS                                                                    00034578005
Comet73P/3-C                                                                         00030503001
C/2017K2                                                                             05000221004
81P/WILD-2                                                                           00090266001
Comet141P/Macholz2                                                                   00014175001
Comet73P/3-C                                                                         00030678001
C/2019Q4Borisov                                                                      00012343001
C/2017K2                                                                             00096011001
C/2009P1(GARRADD)                                                                    00091564001
C/2019Y4ATLAS                                                                        00013345002
Comet64P/Swift-Gehrels                                                               00010809001
Comet88P/Howell                                                                      00013741001
CometC/2022E3(ZTF)                                                                   05000300001
CometC/2022E3(ZTF)                                                                   05000300002
CometC/2022E3(ZTF)                                                                   05000300003
CometC/2022E3(ZTF)                                                                   05000300004
CometC/2022E3(ZTF)                                                                   05000300005
CometC/2022E3(ZTF)                                                                   05000300006
C/2016R2                                                                             00010576001
2P/Encke_orb7_p2                                                                     00091789001
2P/Encke_orb7_p2                                                                     00091789002
2P/Encke_orb7_p2                                                                     00091789003
CometC/2012(ISON)                                                                    00033029001
C/2013X1PANSTARRS                                                                    00034615001
C/2013X1PANSTARRS                                                                    00034615002
C/2013X1PANSTARRS                                                                    00034615003
C/2013X1PANSTARRS                                                                    00034615004
C/2013X1PANSTARRS                                                                    00034615005
C/2017K2                                                                             05000006001
9P/TEMPEL-1                                                                          00090419001
9P/TEMPEL-1                                                                          00090419002
CometP/2010A2(LINEAR)                                                                00031599001
CometP/2010A2(LINEAR)                                                                00031599002
2P/Encke_orb6_p1                                                                     00091786001
2P/Encke_orb6_p1                                                                     00091786002
C/2013X1Panstarrs                                                                    00034273001
C/2013X1Panstarrs                                                                    00034273002
C/2013X1Panstarrs                                                                    00034157001
C/2019Q4Borisov                                                                      00012122001
CometC/2012K1(PANSTARRS)                                                             00092027001
CometC/2012K1(PANSTARRS)                                                             00092027002
Comet22P/Kopff                                                                       00031450001
Comet22P/Kopff                                                                       00031450002
C/2019Y4ATLAS                                                                        00013420001
C/2014E2(Jacques)                                                                    00033255001
C/2014E2(Jacques)                                                                    00033255002
C/2017K2                                                                             05000209006
C/2017K2                                                                             05000340001
C/2017K2                                                                             05000340002
C/2017K2                                                                             05000340003
C/2017K2                                                                             05000340004
C/2017K2                                                                             05000340005
C/2017K2                                                                             05000340006
CometC/2012(ISON)                                                                    00033032001
C/2015V2Johnson                                                                      00094276002
C/2017K2                                                                             05000095001
C/2017K2                                                                             05000095002
C/2015V2Johnson                                                                      00094277003
CometP/2010A2(LINEAR)                                                                00031600001
CometP/2010A2(LINEAR)                                                                00031600002
2P/Encke_orb10_p1_makeup                                                             00091808001
2P/Encke_orb10_p1_makeup                                                             00091808002
Comet73P/3-C                                                                         00030694001
C/2017K2                                                                             05000192003
C/2015V2(Johnson)                                                                    00010426001
C/2015V2(Johnson)                                                                    00010426002
C/2015V2(Johnson)                                                                    00010426003
C/2015V2(Johnson)                                                                    00010426004
C/2015V2(Johnson)                                                                    00010426005
COMET46P/WIRTANEN                                                                    00094433001
COMET46P/WIRTANEN                                                                    00094433002
C/2019Q4Borisov                                                                      00013221001
C/2019Q4Borisov                                                                      00013221002
C/2019Q4Borisov                                                                      00013221003
C/2017K2                                                                             05000277001
C/2017K2                                                                             05000277002
C/2017K2                                                                             05000277003
C/2017K2                                                                             05000277004
C/2017K2                                                                             05000277005
C/2017K2                                                                             05000277006
2P/Encke_orb14_p1                                                                    00091802001
2P/Encke_orb14_p1                                                                    00091802002
Comet88P/Howell                                                                      00013730001
CometP/2010A2(LINEAR)                                                                00031606001
Comet73P/3-C                                                                         00030698001
Comet73P/3-C                                                                         00030589001
C/2013US10Catalina                                                                   00034686001
C/2013US10Catalina                                                                   00034686002
C/2013US10Catalina                                                                   00034686003
Comet88P/Howell                                                                      00013828001
Comet88P/Howell                                                                      00013828002
Comet88P/Howell                                                                      00013743001
Comet41P                                                                             00010089001
Comet41P                                                                             00010089002
Comet64P/Swift-Gehrels                                                               00010848001
Comet73P/3-C                                                                         00030653001
C/2019Q4Borisov                                                                      00012977003
CometC/2022E3(ZTF)                                                                   05000259002
C/2013X1Panstarrs                                                                    00034269001
C/2013X1Panstarrs                                                                    00034269002
2P/Encke_orb9_p2                                                                     00091793001
2P/Encke_orb9_p2                                                                     00091793002
2P/Encke_orb9_p2                                                                     00091793003
C/2015V2Johnson                                                                      00094177001
Comet2013X1Panstarrs                                                                 00034874001
Comet2013X1Panstarrs                                                                 00034874002
Comet2013X1Panstarrs                                                                 00034874003
Comet81P/Wild-2                                                                      00031672001
Comet81P/Wild-2                                                                      00031672002
Comet88P/Howell                                                                      00013766001
Comet88P/Howell                                                                      00013766002
Comet88P/Howell                                                                      00013766003
Comet88P/Howell                                                                      00013766004
Comet88P/Howell                                                                      00013766005
Comet88P/Howell                                                                      00013766006
C/2016R2                                                                             00010580001
C/2016R2                                                                             00010580002
C/2016R2                                                                             00010580003
C/2016R2                                                                             00010580004
C/2016R2                                                                             00010580005
C/2012K1Panstarrs                                                                    00034233001
C/2012K1Panstarrs                                                                    00034233002
C/2012K1Panstarrs                                                                    00034233003
C/2013A1SidingSpring                                                                 00092208001
C/2013A1SidingSpring                                                                 00092208002
CometC/2012K1(PANSTARRS)                                                             00091997001
CometC/2012K1(PANSTARRS)                                                             00091997002
C/29P                                                                                05000049001
C/29P                                                                                05000049002
C/29P                                                                                05000049003
C/2019Q4Borisov                                                                      00012991001
Comet8P/Tuttle                                                                       00031064001
Comet8P/Tuttle                                                                       00031064002
COMET46P/WIRTANEN                                                                    00094387001
COMET46P/WIRTANEN                                                                    00094387002
COMET46P/WIRTANEN                                                                    00094387003
C/2019Q4Borisov                                                                      00013171003
Comet73P/3-C                                                                         00030665001
C/2017K2                                                                             00095996002
C/2015VL62                                                                           00010139001
C/2015VL62                                                                           00010139002
CometC/2012K1(Panstarrs)                                                             00034036001
CometC/2012K1(Panstarrs)                                                             00034036002
CometC/2012K1(Panstarrs)                                                             00034036003
C/2019Q4Borisov                                                                      00013213001
C/2019Q4Borisov                                                                      00013213002
C/2019Q4Borisov                                                                      00013213003
PANSTARRS(C/2012K1)                                                                  00032899001
PANSTARRS(C/2012K1)                                                                  00032899002
C/2017K2                                                                             00095993003
Comet8P/Tuttle                                                                       00031193001
Comet8P/Tuttle                                                                       00031193002
C/2015V2(Johnson)                                                                    00010215001
C/2015V2(Johnson)                                                                    00010215002
C/2015V2(Johnson)                                                                    00010215003
C/2015V2(Johnson)                                                                    00010215004
C/2015V2(Johnson)                                                                    00010215005
CometC/2012S1(ISON)                                                                  00032747001
C/2019Y4ATLAS                                                                        00013445002
Comet103P/Hartley2                                                                   00031877001
Comet103P/Hartley2                                                                   00031877002
C/2013X1Panstarrs                                                                    00034155001
C/2013X1Panstarrs                                                                    00034155002
C/2019Y4ATLAS                                                                        00013448001
COMET46P/WIRTANEN                                                                    00094405001
COMET46P/WIRTANEN                                                                    00094405002
COMET46P/WIRTANEN                                                                    00094405003
C/2019Y4ATLAS                                                                        00013328001
Comet88P/Howell                                                                      00013742001
Comet8P/Tuttle                                                                       00031161001
Comet8P/Tuttle                                                                       00031161002
Comet8P/Tuttle                                                                       00031051001
Comet8P/Tuttle                                                                       00031051002
CometC/2012K1(PANSTARRS)                                                             00032855001
CometC/2012K1(PANSTARRS)                                                             00032855002
CometP/2010A2(LINEAR)                                                                00031610001
C/2019Q4Borisov                                                                      00013225001
C/2019Q4Borisov                                                                      00013225002
2P/Encke                                                                             00091771001
2P/Encke                                                                             00091771002
CometC/2012S1(ISON)                                                                  00032982001
CometC/2012S1(ISON)                                                                  00032982002
Comet141P/Macholz2                                                                   00014127002
CometLulin                                                                           00031332001
C/2015V2Johnson                                                                      00094303001
CometHolmes                                                                          00031009001
C/2015VL62                                                                           00094155002
C/2017K2                                                                             05000084001
Comet2006M4                                                                          00030819001
C/2019Y4ATLAS                                                                        00013402003
C/2012K1Panstarrs                                                                    00034232001
C/2012K1Panstarrs                                                                    00034232002
C/2012K1Panstarrs                                                                    00034232003
C/2015V2Johnson                                                                      00034864001
C/2013A1SidingSprings                                                                00033618001
C/2013A1SidingSprings                                                                00033618002
C/2013A1SidingSprings                                                                00033618003
CometLulin                                                                           00031347001
C/2015V2Johnson                                                                      00094269003
CometC1/2013SidingSprings                                                            00033146001
CometC1/2013SidingSprings                                                            00033146002
CometC1/2013SidingSprings                                                            00033146003
CometK1Panstarrs                                                                     00033435001
CometK1Panstarrs                                                                     00033435002
CometC/2012S1ISON                                                                    00033017001
CometC/2012S1ISON                                                                    00033017002
CometC/2022E3(ZTF)                                                                   05000303001
CometC/2022E3(ZTF)                                                                   05000303002
CometC/2022E3(ZTF)                                                                   05000303003
C/2017K2                                                                             05000004003
C/2019Y4ATLAS                                                                        00013363002
CometC/2022E3(ZTF)                                                                   05000264001
CometC/2022E3(ZTF)                                                                   05000264002
CometC/2022E3(ZTF)                                                                   05000264003
C/2015V2Johnson                                                                      00094263001
Comet88P/Howell                                                                      00013740001
COMET46P/WIRTANEN                                                                    00094385001
COMET46P/WIRTANEN                                                                    00094385004
COMET46P/WIRTANEN                                                                    00094385005
CometC/2014E2(Jacques)                                                               00033406001
CometC/2014E2(Jacques)                                                               00033406002
C/2019Y4ATLAS                                                                        00013440001
C/2019Y4ATLAS                                                                        00013421001
C/2013X1Panstarrs                                                                    00034274001
C/2019Q4Borisov                                                                      00012141001
C/2017K2                                                                             05000094001
C/2017K2                                                                             05000279001
C/2017K2                                                                             05000279002
C/2017K2                                                                             05000279003
C/2017K2                                                                             05000279004
C/2017K2                                                                             05000279005
C/2017K2                                                                             05000279006
CometC/2022E3(ZTF)                                                                   05000282001
CometC/2022E3(ZTF)                                                                   05000282002
CometC/2022E3(ZTF)                                                                   05000282003
CometC/2022E3(ZTF)                                                                   05000282004
CometC/2022E3(ZTF)                                                                   05000282005
CometC/2022E3(ZTF)                                                                   05000282006
C/2016R2                                                                             00010577001
C/2016R2                                                                             00010577002
C/2016R2                                                                             00010577003
C/2016R2                                                                             00010577004
C/2016R2                                                                             00010577005
C/2019Y4ATLAS                                                                        00013396001
C/2013X1Panstarrs                                                                    00034160001
C/2017K2                                                                             05000191002
2P/Encke_orb8_p2                                                                     00091791001
2P/Encke_orb8_p2                                                                     00091791002
2P/Encke_orb8_p2                                                                     00091791003
C/2013US10CatalinaOrbit2                                                             00034316001
C/2013US10CatalinaOrbit2                                                             00034316002
COMET46P/WIRTANEN                                                                    00094442001
C/2015V2(Johnson)                                                                    00010430001
C/2015V2(Johnson)                                                                    00010430002
Comet8P/Tuttle                                                                       00031022001
Comet8P/Tuttle                                                                       00031022002
Comet46P/Wirtanen                                                                    00094424001
Comet8P/Tuttle                                                                       00031108001
Comet141P/Macholz2                                                                   00014126001
C/2015V2Johnson                                                                      00010009001
C/2015V2Johnson                                                                      00010009002
Comet73P/3-C                                                                         00030642001
Comet141P/Macholz2                                                                   00014172002
Comet141P/Macholz2                                                                   00014179001
C/2013X1PANSTARRS                                                                    00034583001
C/2012K1PANSTARRS                                                                    00092026001
C/2012K1PANSTARRS                                                                    00092026002
Comet64P/Swift-Gehrels                                                               00010842003
CometC/2013US10Catalina                                                              00033759001
CometC/2013US10Catalina                                                              00033759002
CometC/2013US10Catalina                                                              00033759003
CometC/2013US10Catalina                                                              00033759004
C/2017K2                                                                             05000202006
CometC/2022E3(ZTF)                                                                   05000297001
CometC/2022E3(ZTF)                                                                   05000297002
CometC/2022E3(ZTF)                                                                   05000297003
CometC/2022E3(ZTF)                                                                   05000297004
CometC/2022E3(ZTF)                                                                   05000297005
CometC/2022E3(ZTF)                                                                   05000297006
COMET46P/WIRTANEN                                                                    00094391001
COMET46P/WIRTANEN                                                                    00094391004
COMET46P/WIRTANEN                                                                    00094391005
C/2013A1SidingSpring                                                                 00092206001
C/2013A1SidingSpring                                                                 00092206002
Comet22P/Kopff                                                                       00031506001
Comet22P/Kopff                                                                       00031506002
Comet2015VL62                                                                        00034908001
C/2014E2(Jacques)                                                                    00033364001
Comet73P/3-C                                                                         00030701001
C/2019Y4ATLAS                                                                        00013401002
Comet8P/Tuttle                                                                       00031191001
Comet8P/Tuttle                                                                       00031191002
Comet141P/Macholz2                                                                   00014116003
CometVL62                                                                            00010203001
CometVL62                                                                            00010203002
CometVL62                                                                            00010203003
C/2019Q4Borisov                                                                      00013025003
CometC/2014E2(Jacques)                                                               00033292001
CometC/2012K1(PANSTARRS)                                                             00033275001
CometCatalinaOrbit1                                                                  00034469001
CometCatalinaOrbit1                                                                  00034469002
CometCatalinaOrbit1                                                                  00034469003
CometCatalinaOrbit1                                                                  00034469004
CometCatalinaOrbit1                                                                  00034469005
2P/Encke_orb5_p2                                                                     00091785001
2P/Encke_orb5_p2                                                                     00091785002
2P/Encke_orb5_p2                                                                     00091785003
Comet73P/3-C                                                                         00030600001
COMET46P/WIRTANEN                                                                    00094318001
COMET46P/WIRTANEN                                                                    00094318002
COMET46P/WIRTANEN                                                                    00094318003
CometCatalinaOrbit4                                                                  00034474001
C/2019Y4ATLAS                                                                        00013409002
Comet41P                                                                             00093564001
Comet41P                                                                             00093564002
C/2015V2Johnson                                                                      00034866001
C/2015V2Johnson                                                                      00034866002
C/2019Q4Borisov                                                                      00013212001
C/2019Q4Borisov                                                                      00013212002
C/2019Q4Borisov                                                                      00013212003
C/2015V2(Johnson)                                                                    00010279001
C/2015V2(Johnson)                                                                    00010279002
Comet73P/3-C                                                                         00030629001
C/2015V2Johnson                                                                      00094304002
C/2012K1PANSTARRS                                                                    00092021001
C/2012K1PANSTARRS                                                                    00092021002
CometC/2013X1PANSTARRS                                                               00034526001
CometC/2013X1PANSTARRS                                                               00034526002
CometC/2013X1PANSTARRS                                                               00034526003
CometC/2013X1PANSTARRS                                                               00034526004
CometC/2013X1PANSTARRS                                                               00034526005
C/2019Q4Borisov                                                                      00012367001
C/2019Q4Borisov                                                                      00012351001
Comet103P/Hartley2                                                                   00031808001
Comet103P/Hartley2                                                                   00031808002
Comet103P/Hartley2                                                                   00031808003
C/2013X1PANSTARRSorbit2pointing2                                                     00092406001
C/2017K2                                                                             05000096001
C/2017K2                                                                             05000093001
C/2017K2                                                                             05000093002
C/2009P1(GARRADD)                                                                    00091565001
C/2017K2                                                                             00096013003
Comet73P/3-C                                                                         00030729001
CometC/2013US10Catalina                                                              00033554001
CometC/2013US10Catalina                                                              00033554002
CometC/2013US10Catalina                                                              00033554003
Comet41P                                                                             00010105001
Comet41P                                                                             00010105002
C/2013A1(SIDINGSPRING)                                                               00092005001
C/2013A1(SIDINGSPRING)                                                               00092005002
C/2013A1(SIDINGSPRING)                                                               00092005003
C/2013A1(SIDINGSPRING)                                                               00092005004
Comet64P/Swift-Gehrels                                                               00010822002
CometC/2014E2(Jacques)                                                               00033403001
Comet88P/Howell                                                                      00013774001
CometC/2014E2(Jacques)                                                               00033404001
Comet41P                                                                             00093555001
Comet41P                                                                             00093555002
Comet41P                                                                             00093555003
Comet41P                                                                             00093555004
Comet41P                                                                             00093555005
Comet8P/Tuttle                                                                       00031168001
Comet8P/Tuttle                                                                       00031168002
COMET46P/WIRTANEN                                                                    00094441001
COMET46P/WIRTANEN                                                                    00094441002
C/2015V2Johnson                                                                      00094281003
C/2019Q4Borisov                                                                      00012980002
CometC/2015V2Johnson                                                                 00034561001
CometC/2015V2Johnson                                                                 00034561002
CometC/2015V2Johnson                                                                 00034561003
C/2017K2                                                                             05000022001
Comet41P                                                                             00093562001
Comet41P                                                                             00093562002
CometC/2009P1(Garradd)                                                               00091517001
CometC/2009P1(Garradd)                                                               00091517002
C/2017K2                                                                             05000188001
C/2017K2                                                                             05000188002
C/2017K2                                                                             05000188003
C/2017K2                                                                             05000188004
C/2017K2                                                                             05000188005
C/2017K2                                                                             05000188006
Comet73P/3-C                                                                         00030552001
Comet73P/3-C                                                                         00030578001
C/2009P1Garradd                                                                      00091266001
C/2009P1Garradd                                                                      00091266002
C/2009P1Garradd                                                                      00091266003
C/2009P1Garradd                                                                      00091266004
C/2019Y4ATLAS                                                                        00013417001
Comet88P/Howell                                                                      00013770001
Comet141P/Macholz2                                                                   00014183001
Comet73P/3-C                                                                         00030689001
C/2013X1CometPanstarrsorbit1                                                         00033976001
C/2013X1CometPanstarrsorbit1                                                         00033976002
C/2013X1CometPanstarrsorbit1                                                         00033976003
C/2015VL62                                                                           00094164003
C/2017K2                                                                             05000007002
C/2017K2                                                                             05000031002
C/2019Q4Borisov                                                                      00012138001
Comet64P/Swift-Gehrels                                                               00010821001
C/2019Q4Borisov                                                                      00012134001
C/2015V2Johnson                                                                      00034865001
C/2015V2Johnson                                                                      00034865002
C/2015V2Johnson                                                                      00034865003
C/2015V2Johnson                                                                      00034865004
C/2015V2Johnson                                                                      00034865005
CometHolmes                                                                          00031013001
Comet88P/Howell                                                                      00013744001
Comet64P/Swift-Gehrels                                                               00010825001
CometC/2015V2Johnson                                                                 00034560001
CometC/2015V2Johnson                                                                 00034560002
CometC/2015V2Johnson                                                                 00034560003
Comet8P/Tuttle                                                                       00031169001
Comet8P/Tuttle                                                                       00031169002
C/2017K2                                                                             05000088001
COMET46P/WIRTANEN                                                                    00094460001
Comet9P/Tempel1                                                                      00031945001
Comet9P/Tempel1                                                                      00031945002
COMET46P/WIRTANEN                                                                    00094408001
COMET46P/WIRTANEN                                                                    00094408002
COMET46P/WIRTANEN                                                                    00094408003
C/2019Q4Borisov                                                                      00013023001
C/2017K2                                                                             05000044003
Comet73P/3-C                                                                         00030586001
C/2015V2(Johnson)                                                                    00010216001
C/2015V2(Johnson)                                                                    00010216002
